batchId,productId,productionDate,machineId,operatorId,producedQty,shift,reportId,serialNo,failureDate,location,failureMode,severity,reportedBy,testId,testDate,testName,measurementValue,unit,thresholdMin,thresholdMax,status,orderId,date,channel,qty,unitPrice,totalPrice
B100329,P1041,2024-06-26,M11,O14,285,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100331,P1051,2025-04-11,M5,O30,419,MORNING,,,,,,,,,,,,,,,,,,,,,
B100332,P1003,2023-11-20,M8,O27,202,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100333,P1020,2024-10-15,M12,O23,254,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100334,P1008,2025-01-28,M9,O36,290,MORNING,,,,,,,,,,,,,,,,,,,,,
B100335,P1028,2024-05-22,M3,O7,282,MORNING,,,,,,,,,,,,,,,,,,,,,
B100336,P1024,2025-05-06,M4,O11,313,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100337,P1012,2023-11-23,M8,O33,99,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100338,P1056,2024-09-23,M8,O2,309,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100339,P1015,2024-03-16,M10,O23,287,MORNING,,,,,,,,,,,,,,,,,,,,,
B100340,P1018,2025-10-10,M10,O31,248,MORNING,,,,,,,,,,,,,,,,,,,,,
B100341,P1008,2024-06-25,M12,O24,258,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100342,P1023,2023-04-03,M7,O4,208,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100344,P1017,2023-09-01,M3,O7,152,MORNING,,,,,,,,,,,,,,,,,,,,,
B100345,P1023,2023-10-23,M4,O39,327,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100347,P1029,2023-11-02,M10,O33,297,MORNING,,,,,,,,,,,,,,,,,,,,,
B100348,P1059,2024-10-14,M3,O26,364,MORNING,,,,,,,,,,,,,,,,,,,,,
B100349,P1021,2025-09-30,M12,O37,243,MORNING,,,,,,,,,,,,,,,,,,,,,
B100350,P1052,2023-02-04,M6,O22,159,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100351,P1050,2023-02-24,M10,O31,76,MORNING,,,,,,,,,,,,,,,,,,,,,
B100352,P1041,2024-04-11,M12,O4,212,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100353,P1039,2025-02-17,M3,O16,228,MORNING,,,,,,,,,,,,,,,,,,,,,
B100354,P1044,2023-08-14,M4,O2,182,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100355,P1013,2025-04-20,M9,O40,276,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100356,P1055,2023-05-08,M12,O9,160,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100357,P1030,2025-02-10,M6,O12,239,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100358,P1034,2024-12-02,M9,O23,186,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100359,P1051,2024-06-25,M10,O31,124,MORNING,,,,,,,,,,,,,,,,,,,,,
B100360,P1015,2024-07-25,M9,O20,279,MORNING,,,,,,,,,,,,,,,,,,,,,
B100361,P1018,2024-02-29,M12,O32,435,MORNING,,,,,,,,,,,,,,,,,,,,,
B100363,P1025,2024-12-07,M13,O10,210,MORNING,,,,,,,,,,,,,,,,,,,,,
B100364,P1018,2023-06-11,M6,O29,185,MORNING,,,,,,,,,,,,,,,,,,,,,
B100365,P1052,2024-07-09,M15,O36,153,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100366,P1008,2023-08-12,M10,O38,251,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100368,P1045,2025-08-25,M2,O9,338,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100369,P1026,2025-09-01,M8,O13,252,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100370,P1018,2024-10-19,M5,O4,275,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100371,P1034,2023-03-18,M15,O12,233,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100372,P1053,2023-12-27,M15,O3,320,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100373,P1059,2024-08-15,M15,O3,248,MORNING,,,,,,,,,,,,,,,,,,,,,
B100374,P1036,2023-08-08,M15,O22,204,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100376,P1012,2023-08-19,M6,O11,238,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100377,P1000,2024-11-21,M13,O19,149,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100379,P1032,2024-11-02,M2,O26,132,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100380,P1011,2023-10-15,M8,O21,257,MORNING,,,,,,,,,,,,,,,,,,,,,
B100381,P1028,2024-06-30,M6,O20,246,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100383,P1019,2023-11-24,M7,O33,226,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100384,P1056,2024-09-28,M12,O8,142,MORNING,,,,,,,,,,,,,,,,,,,,,
B100385,P1014,2024-03-24,M3,O31,122,MORNING,,,,,,,,,,,,,,,,,,,,,
B100387,P1052,2024-03-23,M13,O16,188,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100388,P1038,2023-06-17,M9,O29,184,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100390,P1012,2023-11-03,M3,O21,296,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100391,P1045,2025-09-28,M2,O33,190,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100392,P1003,2025-07-17,M3,O33,172,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100393,P1043,2024-09-23,M12,O2,295,MORNING,,,,,,,,,,,,,,,,,,,,,
B100394,P1052,2023-01-07,M12,O14,231,MORNING,,,,,,,,,,,,,,,,,,,,,
B100395,P1004,2023-05-04,M15,O5,239,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100396,P1030,2023-03-06,M5,O27,266,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100397,P1046,2025-05-10,M6,O25,284,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100398,P1058,2025-02-12,M7,O6,207,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100399,P1041,2024-12-13,M2,O12,155,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100401,P1029,2025-05-18,M9,O25,148,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100402,P1015,2025-08-01,M6,O10,223,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100403,P1007,2023-03-07,M13,O27,412,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100404,P1059,2023-02-02,M4,O14,335,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100405,P1043,2023-04-10,M4,O3,288,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100406,P1014,2024-03-20,M13,O4,391,MORNING,,,,,,,,,,,,,,,,,,,,,
B100407,P1058,2024-10-15,M10,O39,421,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100409,P1026,2024-09-07,M5,O4,106,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100410,P1037,2023-12-25,M11,O28,229,MORNING,,,,,,,,,,,,,,,,,,,,,
B100411,P1041,2025-02-19,M13,O34,242,MORNING,,,,,,,,,,,,,,,,,,,,,
B100412,P1026,2025-04-16,M3,O20,166,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100413,P1054,2024-04-06,M5,O10,332,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100414,P1058,2023-04-29,M9,O27,337,MORNING,,,,,,,,,,,,,,,,,,,,,
B100415,P1015,2024-06-06,M4,O22,232,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100416,P1059,2025-07-10,M14,O24,343,MORNING,,,,,,,,,,,,,,,,,,,,,
B100417,P1017,2025-02-11,M11,O39,311,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100418,P1055,2023-05-30,M4,O38,235,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100419,P1055,2024-11-12,M5,O1,161,MORNING,,,,,,,,,,,,,,,,,,,,,
B100420,P1012,2023-08-29,M12,O31,342,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100421,P1025,2024-05-05,M9,O21,194,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100422,P1024,2025-08-12,M9,O23,226,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100423,P1029,2023-07-21,M13,O31,311,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100424,P1020,2024-02-21,M6,O21,172,MORNING,,,,,,,,,,,,,,,,,,,,,
B100425,P1009,2023-02-03,M5,O36,296,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100426,P1037,2025-05-05,M5,O10,266,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100427,P1015,2025-10-19,M9,O22,297,MORNING,,,,,,,,,,,,,,,,,,,,,
B100428,P1052,2025-09-27,M12,O32,139,MORNING,,,,,,,,,,,,,,,,,,,,,
B100429,P1008,2025-09-27,M3,O35,277,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100430,P1003,2023-03-11,M14,O5,347,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100431,P1026,2023-10-09,M14,O15,214,MORNING,,,,,,,,,,,,,,,,,,,,,
B100432,P1009,2023-01-19,M4,O33,226,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100433,P1059,2025-09-16,M11,O32,256,MORNING,,,,,,,,,,,,,,,,,,,,,
B100434,P1034,2025-04-22,M1,O2,194,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100435,P1001,2025-10-25,M14,O28,239,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100436,P1058,2024-01-03,M2,O7,198,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100437,P1016,2024-12-26,M5,O26,242,MORNING,,,,,,,,,,,,,,,,,,,,,
B100438,P1025,2025-07-29,M10,O16,299,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100439,P1054,2023-06-15,M11,O3,246,MORNING,,,,,,,,,,,,,,,,,,,,,
B100441,P1031,2025-06-07,M11,O22,253,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100442,P1054,2023-07-15,M15,O34,294,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100444,P1043,2024-07-28,M15,O35,233,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100445,P1020,2023-02-02,M4,O38,242,MORNING,,,,,,,,,,,,,,,,,,,,,
B100446,P1052,2025-03-26,M15,O5,222,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100448,P1048,2023-10-14,M13,O6,60,MORNING,,,,,,,,,,,,,,,,,,,,,
B100449,P1027,2024-04-20,M14,O5,249,MORNING,,,,,,,,,,,,,,,,,,,,,
B100451,P1031,2024-04-12,M6,O36,260,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100452,P1027,2024-01-16,M11,O38,234,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100453,P1051,2024-05-19,M12,O5,224,MORNING,,,,,,,,,,,,,,,,,,,,,
B100455,P1000,2024-09-23,M8,O24,189,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100456,P1006,2023-09-29,M2,O12,168,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100457,P1006,2023-02-23,M2,O23,287,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100458,P1038,2024-10-26,M14,O25,322,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100460,P1024,2023-12-14,M3,O18,224,MORNING,,,,,,,,,,,,,,,,,,,,,
B100462,P1004,2025-01-09,M5,O16,235,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100463,P1029,2023-08-08,M3,O20,169,MORNING,,,,,,,,,,,,,,,,,,,,,
B100464,P1025,2024-11-11,M14,O40,148,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100465,P1027,2023-10-06,M5,O21,345,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100466,P1044,2024-02-16,M8,O21,280,MORNING,,,,,,,,,,,,,,,,,,,,,
B100467,P1047,2025-10-02,M10,O16,313,MORNING,,,,,,,,,,,,,,,,,,,,,
B100468,P1017,2025-03-15,M6,O8,292,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100471,P1050,2025-04-17,M11,O32,226,MORNING,,,,,,,,,,,,,,,,,,,,,
B100472,P1019,2024-05-10,M5,O10,223,MORNING,,,,,,,,,,,,,,,,,,,,,
B100473,P1038,2025-09-08,M10,O26,129,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100474,P1059,2025-05-06,M9,O3,266,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100477,P1025,2024-11-10,M13,O28,305,MORNING,,,,,,,,,,,,,,,,,,,,,
B100478,P1006,2024-06-13,M4,O33,248,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100479,P1014,2025-07-01,M6,O26,160,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100480,P1043,2025-10-21,M3,O23,330,MORNING,,,,,,,,,,,,,,,,,,,,,
B100481,P1058,2023-06-25,M2,O10,248,MORNING,,,,,,,,,,,,,,,,,,,,,
B100482,P1021,2025-07-21,M13,O14,185,MORNING,,,,,,,,,,,,,,,,,,,,,
B100483,P1046,2025-07-15,M6,O5,241,MORNING,,,,,,,,,,,,,,,,,,,,,
B100484,P1051,2023-08-24,M1,O22,187,MORNING,,,,,,,,,,,,,,,,,,,,,
B100486,P1021,2025-05-23,M8,O15,279,MORNING,,,,,,,,,,,,,,,,,,,,,
B100487,P1042,2025-06-04,M7,O2,155,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100488,P1056,2024-02-09,M8,O38,244,MORNING,,,,,,,,,,,,,,,,,,,,,
B100489,P1017,2023-05-09,M10,O7,252,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100490,P1034,2024-01-18,M6,O21,261,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100491,P1031,2024-10-03,M10,O25,282,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100492,P1037,2023-08-22,M6,O23,304,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100493,P1045,2024-09-01,M15,O40,169,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100494,P1043,2023-10-02,M6,O8,252,MORNING,,,,,,,,,,,,,,,,,,,,,
B100495,P1009,2025-03-06,M7,O39,284,MORNING,,,,,,,,,,,,,,,,,,,,,
B100496,P1024,2025-05-16,M3,O32,179,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100498,P1020,2025-07-12,M10,O4,364,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100499,P1012,2025-02-25,M9,O33,121,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100500,P1026,2025-10-04,M7,O29,220,MORNING,,,,,,,,,,,,,,,,,,,,,
B100501,P1048,2024-03-27,M5,O3,252,MORNING,,,,,,,,,,,,,,,,,,,,,
B100502,P1034,2024-08-14,M3,O30,139,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100503,P1032,2023-08-20,M10,O8,201,MORNING,,,,,,,,,,,,,,,,,,,,,
B100505,P1027,2023-07-29,M12,O16,174,MORNING,,,,,,,,,,,,,,,,,,,,,
B100506,P1002,2025-07-10,M5,O23,269,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100508,P1055,2025-05-26,M3,O40,280,MORNING,,,,,,,,,,,,,,,,,,,,,
B100509,P1003,2024-12-19,M9,O18,286,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100510,P1010,2024-10-24,M12,O19,236,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100511,P1057,2023-07-15,M3,O27,303,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100512,P1017,2023-09-17,M12,O9,250,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100513,P1048,2025-03-15,M8,O10,360,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100514,P1017,2025-04-28,M7,O29,360,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100515,P1025,2024-07-23,M12,O24,306,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100516,P1031,2024-11-01,M10,O1,342,MORNING,,,,,,,,,,,,,,,,,,,,,
B100517,P1029,2025-01-03,M14,O5,150,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100518,P1025,2024-03-22,M7,O14,188,MORNING,,,,,,,,,,,,,,,,,,,,,
B100520,P1057,2023-04-10,M1,O7,156,MORNING,,,,,,,,,,,,,,,,,,,,,
B100523,P1056,2024-07-15,M2,O24,209,MORNING,,,,,,,,,,,,,,,,,,,,,
B100524,P1023,2023-12-05,M1,O26,170,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100525,P1027,2023-07-06,M12,O7,170,MORNING,,,,,,,,,,,,,,,,,,,,,
B100526,P1030,2023-06-09,M3,O38,265,MORNING,,,,,,,,,,,,,,,,,,,,,
B100527,P1044,2024-12-04,M14,O8,354,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100528,P1027,2023-09-28,M8,O5,253,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100529,P1006,2024-10-03,M6,O20,280,MORNING,,,,,,,,,,,,,,,,,,,,,
B100530,P1049,2023-09-30,M11,O10,331,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100531,P1010,2025-06-20,M6,O14,287,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100532,P1009,2025-04-23,M10,O29,268,MORNING,,,,,,,,,,,,,,,,,,,,,
B100535,P1038,2024-08-06,M13,O2,350,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100536,P1042,2024-09-09,M4,O34,214,MORNING,,,,,,,,,,,,,,,,,,,,,
B100537,P1041,2023-04-22,M13,O16,221,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100539,P1023,2024-10-10,M3,O25,313,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100540,P1036,2025-05-11,M6,O35,201,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100541,P1049,2023-05-30,M1,O38,141,MORNING,,,,,,,,,,,,,,,,,,,,,
B100542,P1016,2024-03-17,M1,O4,316,MORNING,,,,,,,,,,,,,,,,,,,,,
B100543,P1045,2025-10-23,M13,O27,227,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100544,P1025,2023-06-18,M11,O35,210,MORNING,,,,,,,,,,,,,,,,,,,,,
B100545,P1005,2024-02-21,M13,O10,240,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100546,P1025,2023-05-16,M5,O28,232,MORNING,,,,,,,,,,,,,,,,,,,,,
B100548,P1003,2024-09-25,M11,O12,330,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100549,P1010,2025-10-13,M6,O34,324,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100550,P1052,2024-06-14,M3,O24,335,MORNING,,,,,,,,,,,,,,,,,,,,,
B100551,P1056,2023-08-30,M13,O2,337,MORNING,,,,,,,,,,,,,,,,,,,,,
B100552,P1027,2024-07-11,M9,O5,234,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100553,P1031,2025-07-21,M9,O24,439,MORNING,,,,,,,,,,,,,,,,,,,,,
B100554,P1054,2023-12-08,M6,O11,248,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100555,P1046,2023-08-25,M4,O33,282,MORNING,,,,,,,,,,,,,,,,,,,,,
B100556,P1054,2023-01-26,M4,O3,182,MORNING,,,,,,,,,,,,,,,,,,,,,
B100558,P1015,2025-05-02,M15,O21,246,MORNING,,,,,,,,,,,,,,,,,,,,,
B100559,P1032,2023-04-18,M3,O15,277,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100560,P1002,2025-04-01,M2,O30,330,MORNING,,,,,,,,,,,,,,,,,,,,,
B100561,P1005,2025-07-24,M1,O24,160,MORNING,,,,,,,,,,,,,,,,,,,,,
B100562,P1036,2024-09-14,M12,O40,253,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100563,P1049,2024-02-05,M12,O35,317,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100564,P1015,2023-11-05,M1,O27,336,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100565,P1044,2023-01-20,M6,O1,263,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100566,P1024,2024-09-21,M2,O14,199,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100567,P1003,2023-10-19,M12,O18,240,MORNING,,,,,,,,,,,,,,,,,,,,,
B100569,P1047,2023-06-23,M10,O7,327,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100570,P1040,2025-03-18,M2,O38,181,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100571,P1015,2024-08-20,M5,O21,219,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100572,P1025,2024-10-30,M6,O29,246,MORNING,,,,,,,,,,,,,,,,,,,,,
B100574,P1029,2024-10-05,M7,O8,73,MORNING,,,,,,,,,,,,,,,,,,,,,
B100575,P1019,2025-08-06,M5,O8,209,MORNING,,,,,,,,,,,,,,,,,,,,,
B100576,P1051,2024-09-15,M14,O39,378,MORNING,,,,,,,,,,,,,,,,,,,,,
B100577,P1005,2024-05-23,M6,O26,283,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100578,P1043,2024-09-04,M5,O12,319,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100579,P1047,2024-05-26,M2,O30,263,MORNING,,,,,,,,,,,,,,,,,,,,,
B100580,P1050,2023-10-14,M2,O1,362,MORNING,,,,,,,,,,,,,,,,,,,,,
B100581,P1012,2025-03-31,M6,O6,296,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100582,P1016,2023-06-03,M1,O5,282,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100583,P1005,2024-11-10,M2,O3,345,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100584,P1003,2023-12-11,M15,O37,147,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100587,P1015,2024-08-27,M8,O27,237,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100588,P1030,2023-05-05,M2,O18,195,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100589,P1051,2024-05-25,M11,O35,298,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100590,P1024,2025-01-05,M8,O35,262,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100591,P1020,2025-03-06,M5,O12,186,MORNING,,,,,,,,,,,,,,,,,,,,,
B100592,P1038,2024-03-24,M1,O18,451,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100594,P1015,2024-06-29,M9,O4,264,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100595,P1051,2025-03-06,M6,O12,80,MORNING,,,,,,,,,,,,,,,,,,,,,
B100596,P1037,2024-10-13,M13,O23,264,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100597,P1036,2023-10-19,M10,O13,241,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100598,P1051,2025-10-05,M9,O20,258,MORNING,,,,,,,,,,,,,,,,,,,,,
B100599,P1038,2024-03-24,M1,O34,267,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100600,P1021,2024-02-17,M13,O9,226,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100602,P1045,2023-10-18,M13,O8,329,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100603,P1023,2025-03-21,M10,O7,135,MORNING,,,,,,,,,,,,,,,,,,,,,
B100605,P1011,2024-12-31,M4,O38,78,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100606,P1024,2024-09-20,M12,O19,328,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100607,P1036,2025-03-12,M14,O37,331,MORNING,,,,,,,,,,,,,,,,,,,,,
B100608,P1038,2024-10-13,M15,O40,266,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100609,P1009,2024-11-09,M12,O5,338,MORNING,,,,,,,,,,,,,,,,,,,,,
B100610,P1020,2023-12-10,M11,O6,295,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100612,P1044,2023-05-19,M6,O17,275,MORNING,,,,,,,,,,,,,,,,,,,,,
B100614,P1024,2024-12-20,M9,O25,314,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100615,P1041,2024-04-06,M3,O29,297,MORNING,,,,,,,,,,,,,,,,,,,,,
B100616,P1054,2023-03-10,M5,O2,177,MORNING,,,,,,,,,,,,,,,,,,,,,
B100617,P1010,2025-02-07,M3,O5,406,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100618,P1057,2023-07-10,M6,O39,397,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100619,P1027,2023-12-04,M10,O28,236,MORNING,,,,,,,,,,,,,,,,,,,,,
B100623,P1000,2025-05-25,M2,O19,225,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100625,P1005,2025-08-27,M14,O8,256,MORNING,,,,,,,,,,,,,,,,,,,,,
B100626,P1025,2025-08-22,M8,O17,323,MORNING,,,,,,,,,,,,,,,,,,,,,
B100627,P1056,2025-02-20,M6,O12,297,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100628,P1016,2025-06-19,M8,O17,258,MORNING,,,,,,,,,,,,,,,,,,,,,
B100629,P1048,2023-07-18,M2,O23,304,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100631,P1034,2025-08-30,M10,O16,141,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100632,P1005,2025-03-19,M15,O3,99,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100633,P1043,2023-10-29,M2,O29,248,MORNING,,,,,,,,,,,,,,,,,,,,,
B100634,P1010,2024-03-09,M13,O13,301,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100635,P1027,2024-02-18,M14,O10,302,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100636,P1016,2024-10-16,M15,O5,326,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100637,P1054,2024-07-19,M9,O30,296,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100638,P1000,2025-05-09,M2,O27,303,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100639,P1006,2023-08-05,M10,O7,323,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100640,P1055,2024-12-05,M15,O27,240,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100641,P1030,2023-03-18,M3,O18,351,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100642,P1039,2025-04-02,M1,O26,298,MORNING,,,,,,,,,,,,,,,,,,,,,
B100643,P1047,2025-08-31,M15,O18,209,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100644,P1001,2024-11-22,M14,O20,199,NIGHT,,,,,,,,,,,,,,,,,,,,,
B100646,P1047,2025-06-26,M13,O21,241,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100647,P1012,2025-06-23,M4,O27,322,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100648,P1048,2025-02-04,M14,O4,208,MORNING,,,,,,,,,,,,,,,,,,,,,
B100650,P1001,2023-12-22,M4,O13,277,AFTERNOON,,,,,,,,,,,,,,,,,,,,,
B100651,P1058,2025-01-08,M12,O13,204,MORNING,,,,,,,,,,,,,,,,,,,,,
B100652,P1052,2025-08-08,M9,O26,226,MORNING,,,,,,,,,,,,,,,,,,,,,
B100653,P1023,2025-09-28,M10,O29,222,MORNING,,,,,,,,,,,,,,,,,,,,,
B100654,P1055,2025-08-29,M10,O36,225,NIGHT,,,,,,,,,,,,,,,,,,,,,
